"","zpid","time","price","week","dow","month","year","latitude","longitude","city","state","zipcode","neighborhood","region","locality","ad3","area","yearBuilt","lot","beds","bathFull","bathHalf","roomCount","floorSize","unitCount","stories","lastRemodelYear","solarPotential","zestimate","zestimateHighPercent","zestimateLowPercent","rentZestimate","taxEstimate","n_round"
"2263",11358674,2020-04-02,235000,14,"Thursday",4,20,40.371997,-80.038706,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",65,14.3954666437512,3,3,0,7,7.59789795052178,0,1,1955,92.42,485700,11,10,2897,509555,69
"2264",11358713,2020-08-14,484900,33,"Friday",8,20,40.371918,-80.036385,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,13.9399911150684,4,3,0,9,7.82803803212583,0,2,1930,20.42,567300,7,7,2500,418075,69
"2265",11358733,2020-08-04,490000,32,"Tuesday",8,20,40.370642,-80.036123,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",87,9.29550838434606,5,2,0,9,7.70391020961631,0,2,1933,92.42,575300,7,7,2600,613947,69
"2266",11358748,2020-01-15,295000,3,"Wednesday",1,20,40.368829,-80.045261,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",68,8.85366542803745,3,2,0,6,7.32514895795557,0,2,1952,90.02,362600,9,8,2000,358689,69
"2267",11358779,2020-06-17,795000,25,"Wednesday",6,20,40.369145,-80.048403,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,9.22276289197474,5,5,0,11,8.22496747891458,0,2,1950,92.42,947600,8,7,4550,807517,69
"2268",11358789,2020-11-20,408900,47,"Friday",11,20,40.368448,-80.048936,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,13.9777314430512,3,4,0,6,7.65254569269392,0,2,1950,85.22,456700,6,6,2649,464838,69
"2269",11358823,2020-08-04,480000,32,"Tuesday",8,20,40.369668,-80.043808,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",54,9.18502256399189,4,3,0,8,7.7445698093545,0,2,1966,91.62,565200,7,7,3013,601964,69
"2270",11358831,2020-08-20,515000,34,"Thursday",8,20,40.36924,-80.045062,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",54,9.11602969250494,4,3,0,8,7.70255611326858,0,2,1966,68.42,598800,10,9,3327,628052,69
"2271",11358847,2020-08-31,459900,36,"Monday",8,20,40.368136,-80.044494,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",65,14.4885570668172,3,2,1,7,7.33106030521863,0,1,1955,50.02,534100,7,7,2125,403369,69
"2272",11358893,2020-09-18,320000,38,"Friday",9,20,40.368502,-80.039617,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",71,14.3954666437512,2,2,0,6,7.18538701558042,0,2,1949,63.62,369400,7,7,1675,349598,69
"2273",11358919,2020-08-06,330000,32,"Thursday",8,20,40.369359,-80.041252,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",68,9.28896669243137,3,2,0,7,7.63336964967958,0,2,1952,86.02,384700,7,7,2199,415845,69
"2274",11358938,2020-09-14,185000,38,"Monday",9,20,40.367854,-80.040315,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,9.2140335438138,2,2,0,4,6.65929391968364,0,1,1950,67.62,213900,7,7,1495,253113,69
"2275",11358944,2020-05-08,375000,19,"Friday",5,20,40.36965,-80.036962,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,14.0491904070334,3,2,0,7,7.55590509361135,0,2,1940,76.42,451800,8,8,2400,409211,69
"2276",11359014,2020-11-30,760000,49,"Monday",11,20,40.366958,-80.042451,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",21,14.1784021385134,4,4,0,8,8.25478892614873,0,2,1999,90.02,848100,6,6,4550,913405,69
"2277",11359018,2020-01-14,590500,3,"Tuesday",1,20,40.366311,-80.04316,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",29,14.1476304798466,4,4,0,9,8.24380842366528,0,2,1991,92.42,725700,9,8,4201,883751,69
"2278",11359020,2020-05-06,795000,19,"Wednesday",5,20,40.366141,-80.044128,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",32,14.2082551016631,4,4,0,8,8.48652777710535,0,2,1988,90.02,958300,8,8,4591,870641,69
"2289",11359254,2020-05-06,270000,19,"Wednesday",5,20,40.373986,-80.065047,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,9.23278656080601,3,1,1,6,7.3185395485679,0,2,1950,86.82,325500,8,8,2000,332300,69
"2290",11359286,2020-09-02,233000,36,"Wednesday",9,20,40.373486,-80.061812,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",69,14.2928124896911,3,2,0,7,6.97166860472579,0,1,1951,82.02,270700,7,7,1650,263560,69
"2291",11359291,2020-10-09,387500,41,"Friday",10,20,40.373541,-80.066252,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",69,9.29440574709385,3,2,0,7,7.34601020991329,0,1,1951,87.62,443400,7,6,1850,301533,69
"2292",11359300,2020-11-24,221000,48,"Tuesday",11,20,40.373037,-80.065167,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,9.23970498060609,1,1,0,4,7.10824413973154,0,1,1950,49.22,247500,6,6,1400,253008,69
"2294",11359309,2020-07-28,235000,31,"Tuesday",7,20,40.373591,-80.064606,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,15.1127113758902,4,3,0,8,7.89207842124812,0,2,1950,65.22,706600,5,5,2600,427805,69
"2295",11359413,2020-07-13,230000,29,"Monday",7,20,40.371903,-80.062039,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",69,9.18881025342582,4,2,0,7,7.27239839257005,0,1,1951,54.82,272000,8,7,1800,281776,69
"2296",11359439,2020-07-28,363500,31,"Tuesday",7,20,40.371782,-80.065459,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",68,14.3954666437512,3,1,1,7,7.26192709270275,0,1,1952,82.82,427800,8,7,1950,322566,69
"2297",11359492,2020-02-28,370000,9,"Friday",2,20,40.370603,-80.059134,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",57,8.97929064909088,4,3,0,8,7.57353126274595,0,2,1963,81.22,441900,9,8,2645,396422,69
"2298",11359505,2020-05-15,677000,20,"Friday",5,20,40.371798,-80.05473,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",85,9.09694768462109,4,3,0,8,8.14031554015999,0,2,1935,81.22,813200,13,12,4373,648740,69
"2299",11359628,2020-02-20,630000,8,"Thursday",2,20,40.370241,-80.053179,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",89,8.81729778386658,4,3,1,8,7.94944442025063,0,3,1931,91.62,762200,8,8,4066,576554,69
"2300",11359685,2020-07-21,426000,30,"Tuesday",7,20,40.369323,-80.06287,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",62,9.00981411052738,4,3,0,10,7.82763954636642,0,2,1958,82.02,502400,8,7,2500,442932,69
"2301",11359734,2020-05-16,390000,20,"Saturday",5,20,40.369121,-80.064518,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",63,9.03598698483141,3,3,0,6,7.67089483136212,0,1,1957,82.02,464500,8,7,2400,392066,69
"2302",11359736,2020-10-23,370539,43,"Friday",10,20,40.36949,-80.064512,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,9.00699944795815,3,2,1,7,7.53101633207792,0,1,1950,91.62,421400,7,6,2350,417499,69
"2303",11359787,2020-12-18,172000,51,"Friday",12,20,40.369039,-80.061031,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",85,9.17730051789798,3,1,0,6,7.12286665859908,0,2,1935,69.22,190300,6,6,1400,253609,69
"2304",11359810,2020-08-03,375000,32,"Monday",8,20,40.369985,-80.05684,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",44,9.04440384443155,3,3,1,7,7.32646561384032,0,1,1976,91.62,440400,7,7,2400,413906,69
"2306",11359888,2020-10-22,275000,43,"Thursday",10,20,40.366,-80.060761,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",62,8.82981174915805,4,2,1,7,7.3304052118444,0,2,1958,20.42,312900,7,6,1800,300937,69
"2307",11359891,2020-12-04,224000,49,"Friday",12,20,40.365591,-80.061153,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,8.69951474821019,3,1,0,6,7.12849594568004,0,2,1948,46.02,249600,6,6,1449,258621,69
"2308",11360041,2020-10-23,549000,43,"Friday",10,20,40.365946,-80.052668,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,9.03562977818356,4,2,1,8,7.83952558170468,0,4,1939,86.82,622900,7,6,3575,559246,69
"2310",11360185,2020-12-03,220000,49,"Thursday",12,20,40.373273,-80.071637,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",67,8.71931737550637,3,2,0,7,7.01750614294126,0,1,1953,92.42,245300,6,6,1590,255104,69
"2311",11360223,2020-10-20,295000,43,"Tuesday",10,20,40.374575,-80.071265,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",55,8.95014375645926,3,3,0,7,7.5422134631934,0,1,1965,90.02,335900,7,6,1850,308762,69
"2312",11360238,2020-01-24,160800,4,"Friday",1,20,40.373991,-80.073803,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",80,8.77955745588373,3,2,0,6,7.19142933003638,0,2,1940,64.42,197500,9,8,1545,287298,69
"2313",11360257,2020-10-13,241500,42,"Tuesday",10,20,40.372634,-80.072282,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",65,8.70781355102489,3,2,0,8,7.05012252026906,0,1,1955,92.42,275800,7,6,1600,266855,69
"2314",11360258,2020-12-18,225000,51,"Friday",12,20,40.372589,-80.072086,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",66,8.69951474821019,3,2,0,5,7.05012252026906,0,1,1954,92.42,248900,6,6,1650,264279,69
"2315",11360267,2020-05-29,355000,22,"Friday",5,20,40.373216,-80.068128,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",63,14.3954666437512,4,2,1,9,7.60090245954208,0,2,1957,84.42,425500,8,8,2610,423656,69
"2316",11360289,2020-10-13,205000,42,"Tuesday",10,20,40.374779,-80.067309,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",71,9.01796847932873,3,1,0,6,7.04925484125584,0,1,1949,89.22,234100,7,6,1500,242684,69
"2317",11360305,2020-01-30,322000,5,"Thursday",1,20,40.372737,-80.069468,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",58,9.06114406561406,3,3,0,7,7.61035761831284,0,1,1962,72.42,395200,9,8,2100,294885,69
"2319",11360360,2020-07-29,197000,31,"Wednesday",7,20,40.370201,-80.076577,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",90,11.780506865715,2,2,0,5,7.0604763659998,0,1,1930,43.62,231800,7,7,1495,206839,69
"2320",11360384,2020-08-10,305900,33,"Monday",8,20,40.371251,-80.075777,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",65,8.89261137817211,3,2,0,6,7.48885295573346,0,15,1955,91.62,357500,7,7,1675,270326,69
"2321",11360384,2020-01-15,175000,3,"Wednesday",1,20,40.371251,-80.075777,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",65,8.89261137817211,3,2,0,6,7.48885295573346,0,15,1955,91.62,357500,7,7,1675,270326,69
"2322",11360399,2020-06-22,284900,26,"Monday",6,20,40.37167,-80.075607,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",60,8.97929064909088,3,2,0,7,7.20042489294496,0,1,1960,82.02,339100,8,7,1700,301761,69
"2324",11360461,2020-05-19,400000,21,"Tuesday",5,20,40.370535,-80.0718,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",55,11.780506865715,4,2,1,8,7.67508185771633,0,15,1965,74.02,453100,10,9,2844,409493,69
"2325",11360473,2020-03-06,320000,10,"Friday",3,20,40.370646,-80.073284,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",59,9.17512761622044,4,2,2,9,7.76302130901852,0,2,1961,91.62,389800,9,8,2425,421775,69
"2326",11360498,2020-12-04,312500,49,"Friday",12,20,40.372002,-80.073801,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",54,9.08738146457573,4,3,0,9,7.74932246466036,0,2,1966,92.42,348200,6,6,2400,384224,69
"2327",11360509,2020-07-30,329000,31,"Thursday",7,20,40.372409,-80.072642,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",54,8.79467340138342,4,2,1,9,7.61480536471107,0,2,1966,92.42,386900,7,7,2400,383765,69
"2328",11360605,2020-08-11,272900,33,"Tuesday",8,20,40.370642,-80.069257,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",62,9.03598698483141,2,2,0,6,7.2841348061952,0,1,1958,86.82,319700,7,7,1799,320916,69
"2329",11360608,2020-09-02,205000,36,"Wednesday",9,20,40.371208,-80.069249,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",66,8.88183630500415,3,2,0,7,7.41336733569524,0,1,1954,75.62,420400,5,5,1895,305579,69
"2334",11360761,2020-10-16,283900,42,"Friday",10,20,40.36893,-80.074528,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,9.0918946167697,4,2,0,7,7.4599147662411,0,1,1950,90.82,322800,7,6,1950,324825,69
"2335",11360761,2020-01-10,172150,2,"Friday",1,20,40.36893,-80.074528,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,9.0918946167697,4,2,0,7,7.4599147662411,0,1,1950,90.82,322800,7,6,1950,324825,69
"2336",11360767,2020-12-07,260000,50,"Monday",12,20,40.368498,-80.074883,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",70,9.16951837745593,3,2,0,7,7.74586822979227,0,15,1950,69.22,289200,6,6,2100,353846,69
"2340",11360864,2020-09-11,204970,37,"Friday",9,20,40.368136,-80.071708,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",69,9.10486873903395,3,2,0,7,7.31986492980897,0,1,1951,92.42,236600,7,7,1695,298587,69
"2341",11360866,2020-10-30,247500,44,"Friday",10,20,40.368369,-80.072012,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",74,9.08500388066489,3,2,0,5,7.1777824161952,0,1,1946,91.62,276200,6,6,1700,264461,69
"2342",11360910,2020-06-26,338000,26,"Friday",6,20,40.36822,-80.067489,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",75,9.25913053614561,2,2,0,5,7.56682847920833,0,1,1945,87.62,401800,8,7,1850,316640,69
"2343",11360927,2020-05-08,295000,19,"Friday",5,20,40.369125,-80.070347,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",60,8.88433318520273,4,3,0,9,7.54433210805369,0,2,1960,86.82,355100,8,8,2250,332139,69
"2344",11360936,2020-12-22,368500,52,"Tuesday",12,20,40.368682,-80.066149,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",64,14.0491904070334,3,3,0,6,7.35244110024358,0,1,1956,92.42,406800,6,6,2000,383577,69
"2345",11360958,2020-05-06,379000,19,"Wednesday",5,20,40.368296,-80.069784,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",35,8.87178596915065,4,2,2,8,7.76131918094799,0,2,1985,87.62,456300,8,8,2679,417408,69
"2346",11360969,2020-05-29,175000,22,"Friday",5,20,40.369116,-80.069287,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",67,8.88183630500415,2,1,0,5,6.97260625130175,0,1,1953,85.22,209600,8,8,1380,248756,69
"2347",11360971,2020-09-09,225000,37,"Wednesday",9,20,40.369442,-80.069282,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",67,8.88183630500415,3,1,0,6,7.11882624906208,0,1,1953,81.22,260600,7,7,1500,280467,69
"2348",11360972,2020-06-23,225600,26,"Tuesday",6,20,40.369604,-80.069279,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",67,8.88183630500415,3,2,0,6,6.93342302573071,0,1,1953,87.62,268400,8,7,1650,259380,69
"2357",11361137,2020-11-30,226123,49,"Monday",11,20,40.366409,-80.075069,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",69,9.15345250976914,3,3,0,8,7.05875815251866,0,1,1951,54.82,252500,6,6,1640,245222,69
"2358",11361241,2020-08-18,244000,34,"Tuesday",8,20,40.365402,-80.073611,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",66,8.97081334141145,3,2,1,6,7.32251043399739,0,1,1954,91.62,284300,7,7,1795,261196,69
"2359",11361257,2020-07-17,255000,29,"Friday",7,20,40.365838,-80.068541,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",68,8.9237243977064,3,1,0,5,7.09090982207998,0,1,1952,76.42,301100,8,7,1625,278375,69
"2360",11361307,2020-08-28,244500,35,"Friday",8,20,40.367631,-80.06931,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",68,8.88183630500415,3,2,0,6,7.24422751560335,0,1,1952,87.62,312300,9,8,1650,312018,69
"3321",11396553,2020-04-15,689800,16,"Wednesday",4,20,40.365119,-80.047842,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,13.9777314430512,6,4,0,10,8.23164217997341,0,2,1930,89.22,835100,8,8,4543,822881,69
"3322",11396601,2020-04-03,630000,14,"Friday",4,20,40.36356,-80.048645,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",81,9.23014299927236,5,4,0,9,7.8815599170569,0,2,1939,77.22,765100,9,8,4470,732684,69
"3323",11396639,2020-10-02,1000000,40,"Friday",10,20,40.363694,-80.04117,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,9.25665127483943,5,3,1,12,8.54752839121231,0,25,1930,75,1091000,7,6,6726,1121798,69
"3324",11396642,2020-07-24,327000,30,"Friday",7,20,40.364691,-80.044483,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",67,9.1503780308035,3,2,1,6,7.24064969425547,0,1,1953,85.22,386700,8,7,1799,306492,69
"3325",11396647,2020-02-06,263000,6,"Thursday",2,20,40.364072,-80.045101,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,9.2058302164983,5,4,0,8,7.79564653633459,0,25,1940,78.02,618600,11,10,3029,524210,69
"3326",11396661,2020-09-15,569500,38,"Tuesday",9,20,40.362979,-80.042318,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",85,9.08262063037381,3,2,1,7,7.35946763825562,0,15,1935,82.02,658500,7,7,2647,433774,69
"3335",11396833,2020-07-07,315000,28,"Tuesday",7,20,40.362549,-80.04702,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,9.23542315234365,3,4,0,6,7.50384074669895,0,2,1940,81.22,374500,8,7,2100,320420,69
"3336",11396849,2020-09-16,210000,38,"Wednesday",9,20,40.360554,-80.048071,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",60,9.22029070282935,4,2,0,6,7.24064969425547,0,1,1960,88.42,242600,7,7,1699,283529,69
"3337",11396867,2020-07-17,520000,29,"Friday",7,20,40.361555,-80.045783,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",78,9.06739336265625,4,4,0,7,7.72134861261795,0,2,1942,82.82,616200,8,7,3418,554267,69
"3338",11396893,2020-04-01,635000,14,"Wednesday",4,20,40.3613,-80.049111,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",83,14.510535973536,4,3,1,10,7.90322680873073,0,2,1937,90.02,771400,9,8,4078,660918,69
"3339",11396932,2020-08-31,520000,36,"Monday",8,20,40.362325,-80.041714,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",92,14.6708786236112,3,2,2,7,7.7445698093545,0,2,1928,20.42,651300,5,5,3393,520840,69
"3340",11396934,2020-09-18,974900,38,"Friday",9,20,40.362768,-80.042734,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,14.265413515503,5,4,2,11,8.24170315972982,0,3,1930,20.42,1034700,7,7,5007,884421,69
"3341",11396940,2020-12-30,792686,53,"Wednesday",12,20,40.362171,-80.044295,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,14.2372426385363,4,4,0,9,8.15478757276852,0,2,1930,91.62,875000,6,6,5148,981649,69
"3342",11396945,2020-09-14,886000,38,"Monday",9,20,40.362685,-80.044179,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",80,12.0681889381668,4,5,0,8,7.95437227253187,0,2,1940,50.82,1028200,7,7,4121,655720,69
"3343",11396962,2020-08-31,415000,36,"Monday",8,20,40.360349,-80.04449,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",72,9.08885047438847,3,2,1,8,7.71512360363211,0,15,1948,70.82,484000,7,7,3021,435359,69
"3344",11396982,2020-07-27,430000,31,"Monday",7,20,40.360986,-80.040655,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",68,14.2928124896911,3,2,0,6,7.37148929521428,0,1,1952,20.42,508000,8,7,2797,387841,69
"3345",11396988,2020-08-12,900000,33,"Wednesday",8,20,40.362019,-80.040605,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",30,14.7927684412202,5,3,2,10,8.38890517111471,0,1,1990,58.82,1056700,7,7,6593,851452,69
"3350",11397096,2020-05-08,790000,19,"Friday",5,20,40.359362,-80.04769,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",85,9.03598698483141,5,4,0,9,8.1426451859428,0,2,1935,60.42,951800,8,8,5165,758895,69
"3351",11397098,2020-07-20,511000,30,"Monday",7,20,40.359131,-80.047988,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",88,9.03598698483141,4,3,1,7,7.64156444126097,0,2,1932,58.02,605000,8,7,3329,573978,69
"3352",11397153,2020-01-06,459415,2,"Monday",1,20,40.358868,-80.045657,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",90,14.2372426385363,4,4,0,9,7.88645727097769,0,2,1930,60.42,567200,9,9,3846,586854,69
"3354",11397176,2020-06-30,728500,27,"Tuesday",6,20,40.359718,-80.047303,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",82,8.81685324062743,4,2,2,7,8.00636756765025,0,3,1938,81.22,865400,8,7,4718,658414,69
"3355",11397191,2020-01-14,560500,3,"Tuesday",1,20,40.359877,-80.043419,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",65,14.115881781532,3,3,0,8,7.8935720735049,0,2,1955,91.62,688500,9,8,3815,574635,69
"3356",11397202,2020-03-24,545000,13,"Tuesday",3,20,40.358851,-80.042112,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",66,14.532042178757,4,3,0,8,7.73630709654828,0,1,1954,90.02,663100,9,8,3407,556285,69
"3357",11397205,2020-08-28,698979,35,"Friday",8,20,40.359754,-80.042377,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",65,14.6708786236112,4,3,0,9,8.02486215028641,0,2,1955,46.02,752700,7,7,3722,573486,69
"3358",11397225,2020-10-01,658000,40,"Thursday",10,20,40.359309,-80.044474,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",67,9.08930204359913,4,3,1,9,7.77148876011762,0,1,1953,20.42,758300,7,7,3501,573553,69
"3359",11397302,2020-10-09,395750,41,"Friday",10,20,40.359106,-80.036517,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",36,9.18194089745448,4,2,0,8,7.71779621101358,0,2,1984,80.42,454500,7,7,2271,413757,69
"3363",11397363,2020-06-24,482500,26,"Wednesday",6,20,40.357583,-80.047312,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",78,8.93102321585603,4,3,1,9,7.76811037852599,0,2,1942,80.42,575500,8,7,3139,498978,69
"3364",11397382,2020-08-18,415000,34,"Tuesday",8,20,40.356741,-80.04702,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,8.99900186611174,4,2,1,8,7.54960916515453,0,2,1950,91.62,486600,7,7,3053,594924,69
"3367",11397434,2020-04-22,375000,17,"Wednesday",4,20,40.357563,-80.036967,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",40,14.1784021385134,4,3,0,8,7.60090245954208,0,2,1980,71.62,452900,8,8,2550,456136,69
"3368",11397448,2020-06-24,352000,26,"Wednesday",6,20,40.356699,-80.039325,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",41,9.24541789858888,4,3,0,8,7.60589000105312,0,2,1979,90.82,420100,8,7,2450,435526,69
"3369",11397449,2020-09-18,379900,38,"Friday",9,20,40.356866,-80.039487,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",41,9.20200573518613,4,3,0,8,7.76302130901852,0,2,1979,89.22,439300,7,7,2490,414087,69
"3370",11397454,2020-10-15,300000,42,"Thursday",10,20,40.356919,-80.040555,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",40,9.21532791348722,3,3,0,7,7.49331724886215,0,1,1980,57.22,343600,7,6,1980,331716,69
"3371",11397476,2020-03-04,185500,10,"Wednesday",3,20,40.357362,-80.038226,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",39,14.0140990872221,4,3,0,8,7.76302130901852,0,2,1981,86.02,475500,8,8,2518,429708,69
"3380",11397582,2020-12-04,277000,49,"Friday",12,20,40.362954,-80.066117,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",65,12.0681889381668,3,3,0,7,7.50328963067508,0,1,1955,20.42,309900,6,6,1875,319384,69
"3381",11397596,2020-02-14,205000,7,"Friday",2,20,40.363459,-80.062864,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",64,8.83141981909013,3,2,0,7,6.99576615630485,0,1,1956,20.42,251000,9,8,1760,272397,69
"3382",11397621,2020-08-07,320000,32,"Friday",8,20,40.363922,-80.064244,"Pittsburgh","PA",15243,"Mount Lebanon","","","","Mount Lebanon",69,8.88183630500415,4,3,0,8,7.60090245954208,0,2,1951,84.42,375800,8,7,1872,376306,69
"3383",11397632,2020-05-22,287500,21,"Friday",5,20,40.364761,-80.059235,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",70,8.99305463014613,3,2,0,8,7.18841273649695,0,2,1950,68.42,345200,8,8,1750,297631,69
"3384",11397658,2020-07-15,388900,29,"Wednesday",7,20,40.363446,-80.060586,"Pittsburgh","PA",15228,"Mount Lebanon","","","","Mount Lebanon",82,9.24271075200663,3,2,0,7,7.58375630070711,0,2,1938,83.62,461200,8,7,2495,470324,69
